site_id,healthevent_date_original,Sea lice count date,year,month,month_numerical,year class,species,company,site,zone,fish health event,occurance,Time of occurance(in months),Average time (months),yellow mouth,yellowmouth_control,srs,srscontrol,overall,overall_control
1825,,1/1/2019,2019,January,1,,,Grieg Seafood BC,Site 13,Broughton Archipelago,,,,,0,1,0,1,0,1
1825,,2/1/2019,2019,February,2,,,Grieg Seafood BC,Site 13,Broughton Archipelago,,,,,0,1,0,1,0,1
1825,,3/1/2019,2019,March,3,,,Grieg Seafood BC,Site 13,Broughton Archipelago,,,,,0,1,0,1,0,1
1825,,4/1/2019,2019,April,4,,,Grieg Seafood BC,Site 13,Broughton Archipelago,,,,,0,1,0,1,0,1
1825,,5/1/2019,2019,May,5,,,Grieg Seafood BC,Site 13,Broughton Archipelago,,,,,0,1,0,1,0,1
1825,,6/1/2019,2019,June,6,,,Grieg Seafood BC,Site 13,Broughton Archipelago,,,,,0,1,0,1,0,1
1825,,7/1/2019,2019,July,7,,,Grieg Seafood BC,Site 13,Broughton Archipelago,,,,,0,1,0,1,0,1
1825,,8/1/2019,2019,August,8,,,Grieg Seafood BC,Site 13,Broughton Archipelago,,,,,0,1,0,1,0,1
1825,,9/1/2019,2019,September,9,,,Grieg Seafood BC,Site 13,Broughton Archipelago,,,,,0,1,0,1,0,1
1825,,10/1/2019,2019,October,10,,,Grieg Seafood BC,Site 13,Broughton Archipelago,,,,,0,1,0,1,0,1
1825,,11/1/2019,2019,November,11,,,Grieg Seafood BC,Site 13,Broughton Archipelago,,,,,0,1,0,1,0,1
1825,,2/1/2020,2020,February,2,,,Grieg Seafood BC,Site 13,Broughton Archipelago,,,,,0,1,0,1,0,1
1825,,4/1/2020,2020,April,4,,,Grieg Seafood BC,Site 13,Broughton Archipelago,,,,,0,1,0,1,0,1
1825,,5/1/2020,2020,May,5,,,Grieg Seafood BC,Site 13,Broughton Archipelago,,,,,0,1,0,1,0,1
1825,,6/1/2020,2020,June,6,,,Grieg Seafood BC,Site 13,Broughton Archipelago,,,,,0,1,0,1,0,1
1825,,7/1/2020,2020,July,7,,,Grieg Seafood BC,Site 13,Broughton Archipelago,,,,,0,1,0,1,0,1
1825,,8/1/2020,2020,August,8,,,Grieg Seafood BC,Site 13,Broughton Archipelago,,,,,0,1,0,1,0,1
1825,,9/1/2020,2020,September,9,,,Grieg Seafood BC,Site 13,Broughton Archipelago,,,,,0,1,0,1,0,1
1825,,10/1/2020,2020,October,10,,,Grieg Seafood BC,Site 13,Broughton Archipelago,,,,,0,1,0,1,0,1
1825,,11/1/2020,2020,November,11,,,Grieg Seafood BC,Site 13,Broughton Archipelago,,,,,0,1,0,1,0,1
1825,,12/1/2020,2020,December,12,,,Grieg Seafood BC,Site 13,Broughton Archipelago,,,,,0,1,0,1,0,1
1825,,1/1/2021,2021,January,1,,,Grieg Seafood BC,Site 13,Broughton Archipelago,,,,,0,1,0,1,0,1
1825,,2/1/2021,2021,February,2,,,Grieg Seafood BC,Site 13,Broughton Archipelago,,,,,0,1,0,1,0,1
1825,,3/1/2021,2021,March,3,,,Grieg Seafood BC,Site 13,Broughton Archipelago,,,,,0,1,0,1,0,1
1825,,4/1/2021,2021,April,4,,,Grieg Seafood BC,Site 13,Broughton Archipelago,,,,,0,1,0,1,0,1
1825,,5/1/2021,2021,May,5,,,Grieg Seafood BC,Site 13,Broughton Archipelago,,,,,0,1,0,1,0,1
1825,,6/1/2021,2021,June,6,,,Grieg Seafood BC,Site 13,Broughton Archipelago,,,,,0,1,0,1,0,1
1825,,7/1/2021,2021,July,7,,,Grieg Seafood BC,Site 13,Broughton Archipelago,,,,,0,1,0,1,0,1
1825,,8/1/2021,2021,August,8,,,Grieg Seafood BC,Site 13,Broughton Archipelago,,,,,0,1,0,1,0,1
1825,,9/1/2021,2021,September,9,,,Grieg Seafood BC,Site 13,Broughton Archipelago,,,,,0,1,0,1,0,1
1825,,10/1/2021,2021,October,10,,,Grieg Seafood BC,Site 13,Broughton Archipelago,,,,,0,1,0,1,0,1
1825,,2/1/2022,2022,February,2,,,Grieg Seafood BC,Site 13,Broughton Archipelago,,,,,0,1,0,1,0,1
1825,,4/1/2022,2022,April,4,,,Grieg Seafood BC,Site 13,Broughton Archipelago,,,,,0,1,0,1,0,1
1825,,5/1/2022,2022,May,5,,,Grieg Seafood BC,Site 13,Broughton Archipelago,,,,,0,1,0,1,0,1
1825,,6/1/2022,2022,June,6,,,Grieg Seafood BC,Site 13,Broughton Archipelago,,,,,0,1,0,1,0,1
1825,,7/1/2022,2022,July,7,,,Grieg Seafood BC,Site 13,Broughton Archipelago,,,,,0,1,0,1,0,1
1825,,8/1/2022,2022,August,8,,,Grieg Seafood BC,Site 13,Broughton Archipelago,,,,,0,1,0,1,0,1
1825,,9/1/2022,2022,September,9,,,Grieg Seafood BC,Site 13,Broughton Archipelago,,,,,0,1,0,1,0,1
1825,,10/1/2022,2022,October,10,,,Grieg Seafood BC,Site 13,Broughton Archipelago,,,,,0,1,0,1,0,1
1825,,11/1/2022,2022,November,11,,,Grieg Seafood BC,Site 13,Broughton Archipelago,,,,,0,1,0,1,0,1
1825,,12/1/2022,2022,December,12,,,Grieg Seafood BC,Site 13,Broughton Archipelago,,,,,0,1,0,1,0,1
1839,,7/1/2016,2016,July,7,,,Grieg Seafood BC,93,Broughton Archipelago,,,,,0,1,0,1,0,1
1839,,8/1/2016,2016,August,8,,,Grieg Seafood BC,93,Broughton Archipelago,,,,,0,1,0,1,0,1
1839,,9/1/2016,2016,September,9,,,Grieg Seafood BC,93,Broughton Archipelago,,,,,0,1,0,1,0,1
1839,,10/1/2016,2016,October,10,,,Grieg Seafood BC,93,Broughton Archipelago,,,,,0,1,0,1,0,1
1839,,11/1/2016,2016,November,11,,,Grieg Seafood BC,93,Broughton Archipelago,,,,,0,1,0,1,0,1
1839,,12/1/2016,2016,December,12,,,Grieg Seafood BC,93,Broughton Archipelago,,,,,0,1,0,1,0,1
1839,,1/1/2017,2017,January,1,,,Grieg Seafood BC,93,Broughton Archipelago,,,,,0,1,0,1,0,1
1839,,2/1/2017,2017,February,2,,,Grieg Seafood BC,93,Broughton Archipelago,,,,,0,1,0,1,0,1
1839,,3/1/2017,2017,March,3,,,Grieg Seafood BC,93,Broughton Archipelago,,,,,0,1,0,1,0,1
1839,,4/1/2017,2017,April,4,,,Grieg Seafood BC,93,Broughton Archipelago,,,,,0,1,0,1,0,1
1839,,5/1/2017,2017,May,5,,,Grieg Seafood BC,93,Broughton Archipelago,,,,,0,1,0,1,0,1
1839,,6/1/2017,2017,June,6,,,Grieg Seafood BC,93,Broughton Archipelago,,,,,0,1,0,1,0,1
1839,,7/1/2017,2017,July,7,,,Grieg Seafood BC,93,Broughton Archipelago,,,,,0,1,0,1,0,1
1839,,8/1/2017,2017,August,8,,,Grieg Seafood BC,93,Broughton Archipelago,,,,,0,1,0,1,0,1
1839,,9/1/2017,2017,September,9,,,Grieg Seafood BC,93,Broughton Archipelago,,,,,0,1,0,1,0,1
1839,,10/1/2017,2017,October,10,,,Grieg Seafood BC,93,Broughton Archipelago,,,,,0,1,0,1,0,1
1839,,11/1/2017,2017,November,11,,,Grieg Seafood BC,93,Broughton Archipelago,,,,,0,1,0,1,0,1
1839,,12/1/2017,2017,December,12,,,Grieg Seafood BC,93,Broughton Archipelago,,,,,0,1,0,1,0,1
1839,,4/1/2018,2018,April,4,,,Grieg Seafood BC,93,Broughton Archipelago,,,,,0,1,0,1,0,1
1839,,6/1/2018,2018,June,6,,,Grieg Seafood BC,93,Broughton Archipelago,,,,,0,1,0,1,0,1
1839,,7/1/2018,2018,July,7,,,Grieg Seafood BC,93,Broughton Archipelago,,,,,0,1,0,1,0,1
1839,,8/1/2018,2018,August,8,,,Grieg Seafood BC,93,Broughton Archipelago,,,,,0,1,0,1,0,1
1839,,9/1/2018,2018,September,9,,,Grieg Seafood BC,93,Broughton Archipelago,,,,,0,1,0,1,0,1
1839,,10/1/2018,2018,October,10,,,Grieg Seafood BC,93,Broughton Archipelago,,,,,0,1,0,1,0,1
1839,,11/1/2018,2018,November,11,,,Grieg Seafood BC,93,Broughton Archipelago,,,,,0,1,0,1,0,1
1839,,12/1/2018,2018,December,12,,,Grieg Seafood BC,93,Broughton Archipelago,,,,,0,1,0,1,0,1
1839,,1/1/2019,2019,January,1,,,Grieg Seafood BC,93,Broughton Archipelago,,,,,0,1,0,1,0,1
1839,,2/1/2019,2019,February,2,,,Grieg Seafood BC,93,Broughton Archipelago,,,,,0,1,0,1,0,1
1839,,3/1/2019,2019,March,3,,,Grieg Seafood BC,93,Broughton Archipelago,,,,,0,1,0,1,0,1
1839,,4/1/2019,2019,April,4,,,Grieg Seafood BC,93,Broughton Archipelago,,,,,0,1,0,1,0,1
1839,,5/1/2019,2019,May,5,,,Grieg Seafood BC,93,Broughton Archipelago,,,,,0,1,0,1,0,1
1839,,6/1/2019,2019,June,6,,,Grieg Seafood BC,93,Broughton Archipelago,,,,,0,1,0,1,0,1
1839,,7/1/2019,2019,July,7,,,Grieg Seafood BC,93,Broughton Archipelago,,,,,0,1,0,1,0,1
1839,,8/1/2019,2019,August,8,,,Grieg Seafood BC,93,Broughton Archipelago,,,,,0,1,0,1,0,1
1839,,9/1/2019,2019,September,9,,,Grieg Seafood BC,93,Broughton Archipelago,,,,,0,1,0,1,0,1
1839,,10/1/2019,2019,October,10,,,Grieg Seafood BC,93,Broughton Archipelago,,,,,0,1,0,1,0,1
1839,,11/1/2019,2019,November,11,,,Grieg Seafood BC,93,Broughton Archipelago,,,,,0,1,0,1,0,1
1839,,12/1/2019,2019,December,12,,,Grieg Seafood BC,93,Broughton Archipelago,,,,,0,1,0,1,0,1
1839,,1/1/2020,2020,January,1,,,Grieg Seafood BC,93,Broughton Archipelago,,,,,0,1,0,1,0,1
1839,,4/1/2020,2020,April,4,,,Grieg Seafood BC,93,Broughton Archipelago,,,,,0,1,0,1,0,1
1839,,6/1/2020,2020,June,6,,,Grieg Seafood BC,93,Broughton Archipelago,,,,,0,1,0,1,0,1
1839,,7/1/2020,2020,July,7,,,Grieg Seafood BC,93,Broughton Archipelago,,,,,0,1,0,1,0,1
1839,,8/1/2020,2020,August,8,,,Grieg Seafood BC,93,Broughton Archipelago,,,,,0,1,0,1,0,1
1839,,9/1/2020,2020,September,9,,,Grieg Seafood BC,93,Broughton Archipelago,,,,,0,1,0,1,0,1
1839,,10/1/2020,2020,October,10,,,Grieg Seafood BC,93,Broughton Archipelago,,,,,0,1,0,1,0,1
1839,,11/1/2020,2020,November,11,,,Grieg Seafood BC,93,Broughton Archipelago,,,,,0,1,0,1,0,1
1839,,12/1/2020,2020,December,12,,,Grieg Seafood BC,93,Broughton Archipelago,,,,,0,1,0,1,0,1
1839,,1/1/2021,2021,January,1,,,Grieg Seafood BC,93,Broughton Archipelago,,,,,0,1,0,1,0,1
1839,,2/1/2021,2021,February,2,,,Grieg Seafood BC,93,Broughton Archipelago,,,,,0,1,0,1,0,1
1839,,3/1/2021,2021,March,3,,,Grieg Seafood BC,93,Broughton Archipelago,,,,,0,1,0,1,0,1
1839,,4/1/2021,2021,April,4,,,Grieg Seafood BC,93,Broughton Archipelago,,,,,0,1,0,1,0,1
1839,,5/1/2021,2021,May,5,,,Grieg Seafood BC,93,Broughton Archipelago,,,,,0,1,0,1,0,1
1839,,6/1/2021,2021,June,6,,,Grieg Seafood BC,93,Broughton Archipelago,,,,,0,1,0,1,0,1
1839,,7/1/2021,2021,July,7,,,Grieg Seafood BC,93,Broughton Archipelago,,,,,0,1,0,1,0,1
1839,,8/1/2021,2021,August,8,,,Grieg Seafood BC,93,Broughton Archipelago,,,,,0,1,0,1,0,1
1839,,9/1/2021,2021,September,9,,,Grieg Seafood BC,93,Broughton Archipelago,,,,,0,1,0,1,0,1
1839,,10/1/2021,2021,October,10,,,Grieg Seafood BC,93,Broughton Archipelago,,,,,0,1,0,1,0,1
1839,,11/1/2021,2021,November,11,,,Grieg Seafood BC,93,Broughton Archipelago,,,,,0,1,0,1,0,1
1839,,4/1/2022,2022,April,4,,,Grieg Seafood BC,93,Broughton Archipelago,,,,,0,1,0,1,0,1
1839,,6/1/2022,2022,June,6,,,Grieg Seafood BC,93,Broughton Archipelago,,,,,0,1,0,1,0,1
1839,,7/1/2022,2022,July,7,,,Grieg Seafood BC,93,Broughton Archipelago,,,,,0,1,0,1,0,1
1839,,8/1/2022,2022,August,8,,,Grieg Seafood BC,93,Broughton Archipelago,,,,,0,1,0,1,0,1
1839,,9/1/2022,2022,September,9,,,Grieg Seafood BC,93,Broughton Archipelago,,,,,0,1,0,1,0,1
1839,,10/1/2022,2022,October,10,,,Grieg Seafood BC,93,Broughton Archipelago,,,,,0,1,0,1,0,1
1839,,11/1/2022,2022,November,11,,,Grieg Seafood BC,93,Broughton Archipelago,,,,,0,1,0,1,0,1
1839,,12/1/2022,2022,December,12,,,Grieg Seafood BC,93,Broughton Archipelago,,,,,0,1,0,1,0,1
1849,,11/1/2016,2016,November,11,,,Grieg Seafood BC,Shelter Pass,Nootka Sound,,,,,0,1,0,1,0,1
1849,,1/1/2017,2017,January,1,,,Grieg Seafood BC,Shelter Pass,Nootka Sound,,,,,0,1,0,1,0,1
1849,,2/1/2017,2017,February,2,,,Grieg Seafood BC,Shelter Pass,Nootka Sound,,,,,0,1,0,1,0,1
1849,,3/1/2017,2017,March,3,,,Grieg Seafood BC,Shelter Pass,Nootka Sound,,,,,0,1,0,1,0,1
1849,,4/1/2017,2017,April,4,,,Grieg Seafood BC,Shelter Pass,Nootka Sound,,,,,0,1,0,1,0,1
1849,,5/1/2017,2017,May,5,,,Grieg Seafood BC,Shelter Pass,Nootka Sound,,,,,0,1,0,1,0,1
1849,,6/1/2017,2017,June,6,,,Grieg Seafood BC,Shelter Pass,Nootka Sound,,,,,0,1,0,1,0,1
1849,,7/1/2017,2017,July,7,,,Grieg Seafood BC,Shelter Pass,Nootka Sound,,,,,0,1,0,1,0,1
1849,,8/1/2017,2017,August,8,,,Grieg Seafood BC,Shelter Pass,Nootka Sound,,,,,0,1,0,1,0,1
1849,,9/1/2017,2017,September,9,,,Grieg Seafood BC,Shelter Pass,Nootka Sound,,,,,0,1,0,1,0,1
1849,,10/1/2017,2017,October,10,,,Grieg Seafood BC,Shelter Pass,Nootka Sound,,,,,0,1,0,1,0,1
1849,,11/1/2017,2017,November,11,,,Grieg Seafood BC,Shelter Pass,Nootka Sound,,,,,0,1,0,1,0,1
1849,,12/1/2017,2017,December,12,,,Grieg Seafood BC,Shelter Pass,Nootka Sound,,,,,0,1,0,1,0,1
1849,,1/1/2018,2018,January,1,,,Grieg Seafood BC,Shelter Pass,Nootka Sound,,,,,0,1,0,1,0,1
1849,,2/1/2018,2018,February,2,,,Grieg Seafood BC,Shelter Pass,Nootka Sound,,,,,0,1,0,1,0,1
1849,,3/1/2018,2018,March,3,,,Grieg Seafood BC,Shelter Pass,Nootka Sound,,,,,0,1,0,1,0,1
1849,,4/1/2018,2018,April,4,,,Grieg Seafood BC,Shelter Pass,Nootka Sound,,,,,0,1,0,1,0,1
1849,,5/1/2018,2018,May,5,,,Grieg Seafood BC,Shelter Pass,Nootka Sound,,,,,0,1,0,1,0,1
1849,,9/1/2018,2018,September,9,,,Grieg Seafood BC,Shelter Pass,Nootka Sound,,,,,0,1,0,1,0,1
1849,,11/1/2018,2018,November,11,,,Grieg Seafood BC,Shelter Pass,Nootka Sound,,,,,0,1,0,1,0,1
1849,,12/1/2018,2018,December,12,,,Grieg Seafood BC,Shelter Pass,Nootka Sound,,,,,0,1,0,1,0,1
1849,,1/1/2019,2019,January,1,,,Grieg Seafood BC,Shelter Pass,Nootka Sound,,,,,0,1,0,1,0,1
1849,,2/1/2019,2019,February,2,,,Grieg Seafood BC,Shelter Pass,Nootka Sound,,,,,0,1,0,1,0,1
1849,,3/1/2019,2019,March,3,,,Grieg Seafood BC,Shelter Pass,Nootka Sound,,,,,0,1,0,1,0,1
1849,,4/1/2019,2019,April,4,,,Grieg Seafood BC,Shelter Pass,Nootka Sound,,,,,0,1,0,1,0,1
1849,,5/1/2019,2019,May,5,,,Grieg Seafood BC,Shelter Pass,Nootka Sound,,,,,0,1,0,1,0,1
1849,,6/1/2019,2019,June,6,,,Grieg Seafood BC,Shelter Pass,Nootka Sound,,,,,0,1,0,1,0,1
1849,,7/1/2019,2019,July,7,,,Grieg Seafood BC,Shelter Pass,Nootka Sound,,,,,0,1,0,1,0,1
1849,,8/1/2019,2019,August,8,,,Grieg Seafood BC,Shelter Pass,Nootka Sound,,,,,0,1,0,1,0,1
1849,,9/1/2019,2019,September,9,,,Grieg Seafood BC,Shelter Pass,Nootka Sound,,,,,0,1,0,1,0,1
1849,,10/1/2019,2019,October,10,,,Grieg Seafood BC,Shelter Pass,Nootka Sound,,,,,0,1,0,1,0,1
1849,,11/1/2019,2019,November,11,,,Grieg Seafood BC,Shelter Pass,Nootka Sound,,,,,0,1,0,1,0,1
1849,,12/1/2019,2019,December,12,,,Grieg Seafood BC,Shelter Pass,Nootka Sound,,,,,0,1,0,1,0,1
1849,,1/1/2020,2020,January,1,,,Grieg Seafood BC,Shelter Pass,Nootka Sound,,,,,0,1,0,1,0,1
1849,,2/1/2020,2020,February,2,,,Grieg Seafood BC,Shelter Pass,Nootka Sound,,,,,0,1,0,1,0,1
1849,,3/1/2020,2020,March,3,,,Grieg Seafood BC,Shelter Pass,Nootka Sound,,,,,0,1,0,1,0,1
1849,,4/1/2020,2020,April,4,,,Grieg Seafood BC,Shelter Pass,Nootka Sound,,,,,0,1,0,1,0,1
1849,,9/1/2020,2020,September,9,,,Grieg Seafood BC,Shelter Pass,Nootka Sound,,,,,0,1,0,1,0,1
1849,,11/1/2020,2020,November,11,,,Grieg Seafood BC,Shelter Pass,Nootka Sound,,,,,0,1,0,1,0,1
1849,,12/1/2020,2020,December,12,,,Grieg Seafood BC,Shelter Pass,Nootka Sound,,,,,0,1,0,1,0,1
1849,,1/1/2021,2021,January,1,,,Grieg Seafood BC,Shelter Pass,Nootka Sound,,,,,0,1,0,1,0,1
1849,,2/1/2021,2021,February,2,,,Grieg Seafood BC,Shelter Pass,Nootka Sound,,,,,0,1,0,1,0,1
1849,,3/1/2021,2021,March,3,,,Grieg Seafood BC,Shelter Pass,Nootka Sound,,,,,0,1,0,1,0,1
1849,,4/1/2021,2021,April,4,,,Grieg Seafood BC,Shelter Pass,Nootka Sound,,,,,0,1,0,1,0,1
1849,,5/1/2021,2021,May,5,,,Grieg Seafood BC,Shelter Pass,Nootka Sound,,,,,0,1,0,1,0,1
1849,,6/1/2021,2021,June,6,,,Grieg Seafood BC,Shelter Pass,Nootka Sound,,,,,0,1,0,1,0,1
1849,,7/1/2021,2021,July,7,,,Grieg Seafood BC,Shelter Pass,Nootka Sound,,,,,0,1,0,1,0,1
1849,,8/1/2021,2021,August,8,,,Grieg Seafood BC,Shelter Pass,Nootka Sound,,,,,0,1,0,1,0,1
1849,,9/1/2021,2021,September,9,,,Grieg Seafood BC,Shelter Pass,Nootka Sound,,,,,0,1,0,1,0,1
1849,,10/1/2021,2021,October,10,,,Grieg Seafood BC,Shelter Pass,Nootka Sound,,,,,0,1,0,1,0,1
1849,,11/1/2021,2021,November,11,,,Grieg Seafood BC,Shelter Pass,Nootka Sound,,,,,0,1,0,1,0,1
1849,,12/1/2021,2021,December,12,,,Grieg Seafood BC,Shelter Pass,Nootka Sound,,,,,0,1,0,1,0,1
1849,,1/1/2022,2022,January,1,,,Grieg Seafood BC,Shelter Pass,Nootka Sound,,,,,0,1,0,1,0,1
1849,,2/1/2022,2022,February,2,,,Grieg Seafood BC,Shelter Pass,Nootka Sound,,,,,0,1,0,1,0,1
1849,,3/1/2022,2022,March,3,,,Grieg Seafood BC,Shelter Pass,Nootka Sound,,,,,0,1,0,1,0,1
1849,,4/1/2022,2022,April,4,,,Grieg Seafood BC,Shelter Pass,Nootka Sound,,,,,0,1,0,1,0,1
1849,,5/1/2022,2022,May,5,,,Grieg Seafood BC,Shelter Pass,Nootka Sound,,,,,0,1,0,1,0,1
1849,,11/1/2022,2022,November,11,,,Grieg Seafood BC,Shelter Pass,Nootka Sound,,,,,0,1,0,1,0,1
1849,,12/1/2022,2022,December,12,,,Grieg Seafood BC,Shelter Pass,Nootka Sound,,,,,0,1,0,1,0,1
1862,,11/1/2017,2017,November,11,,,Grieg Seafood BC,Muchalat North,Esperanza Inlet,,,,,0,1,0,1,0,1
1862,,12/1/2017,2017,December,12,,,Grieg Seafood BC,Muchalat North,Esperanza Inlet,,,,,0,1,0,1,0,1
1862,,1/1/2018,2018,January,1,,,Grieg Seafood BC,Muchalat North,Esperanza Inlet,,,,,0,1,0,1,0,1
1862,,2/1/2018,2018,February,2,,,Grieg Seafood BC,Muchalat North,Esperanza Inlet,,,,,0,1,0,1,0,1
1862,,3/1/2018,2018,March,3,,,Grieg Seafood BC,Muchalat North,Esperanza Inlet,,,,,0,1,0,1,0,1
1862,,4/1/2018,2018,April,4,,,Grieg Seafood BC,Muchalat North,Esperanza Inlet,,,,,0,1,0,1,0,1
1862,,5/1/2018,2018,May,5,,,Grieg Seafood BC,Muchalat North,Esperanza Inlet,,,,,0,1,0,1,0,1
1862,,6/1/2018,2018,June,6,,,Grieg Seafood BC,Muchalat North,Esperanza Inlet,,,,,0,1,0,1,0,1
1862,,7/1/2018,2018,July,7,,,Grieg Seafood BC,Muchalat North,Esperanza Inlet,,,,,0,1,0,1,0,1
1862,,8/1/2018,2018,August,8,,,Grieg Seafood BC,Muchalat North,Esperanza Inlet,,,,,0,1,0,1,0,1
1862,,9/1/2018,2018,September,9,,,Grieg Seafood BC,Muchalat North,Esperanza Inlet,,,,,0,1,0,1,0,1
1862,,10/1/2018,2018,October,10,,,Grieg Seafood BC,Muchalat North,Esperanza Inlet,,,,,0,1,0,1,0,1
1862,,11/1/2018,2018,November,11,,,Grieg Seafood BC,Muchalat North,Esperanza Inlet,,,,,0,1,0,1,0,1
1862,,12/1/2018,2018,December,12,,,Grieg Seafood BC,Muchalat North,Esperanza Inlet,,,,,0,1,0,1,0,1
1862,,1/1/2019,2019,January,1,,,Grieg Seafood BC,Muchalat North,Esperanza Inlet,,,,,0,1,0,1,0,1
1862,,2/1/2019,2019,February,2,,,Grieg Seafood BC,Muchalat North,Esperanza Inlet,,,,,0,1,0,1,0,1
1862,,3/1/2019,2019,March,3,,,Grieg Seafood BC,Muchalat North,Esperanza Inlet,,,,,0,1,0,1,0,1
1862,,4/1/2019,2019,April,4,,,Grieg Seafood BC,Muchalat North,Esperanza Inlet,,,,,0,1,0,1,0,1
1862,,5/1/2019,2019,May,5,,,Grieg Seafood BC,Muchalat North,Esperanza Inlet,,,,,0,1,0,1,0,1
1862,,6/1/2019,2019,June,6,,,Grieg Seafood BC,Muchalat North,Esperanza Inlet,,,,,0,1,0,1,0,1
1862,,11/1/2019,2019,November,11,,,Grieg Seafood BC,Muchalat North,Esperanza Inlet,,,,,0,1,0,1,0,1
1862,,1/1/2020,2020,January,1,,,Grieg Seafood BC,Muchalat North,Esperanza Inlet,,,,,0,1,0,1,0,1
1862,,2/1/2020,2020,February,2,,,Grieg Seafood BC,Muchalat North,Esperanza Inlet,,,,,0,1,0,1,0,1
1862,,3/1/2020,2020,March,3,,,Grieg Seafood BC,Muchalat North,Esperanza Inlet,,,,,0,1,0,1,0,1
1862,,4/1/2020,2020,April,4,,,Grieg Seafood BC,Muchalat North,Esperanza Inlet,,,,,0,1,0,1,0,1
1862,,5/1/2020,2020,May,5,,,Grieg Seafood BC,Muchalat North,Esperanza Inlet,,,,,0,1,0,1,0,1
1862,,6/1/2020,2020,June,6,,,Grieg Seafood BC,Muchalat North,Esperanza Inlet,,,,,0,1,0,1,0,1
1862,,7/1/2020,2020,July,7,,,Grieg Seafood BC,Muchalat North,Esperanza Inlet,,,,,0,1,0,1,0,1
1862,,8/1/2020,2020,August,8,,,Grieg Seafood BC,Muchalat North,Esperanza Inlet,,,,,0,1,0,1,0,1
1862,,9/1/2020,2020,September,9,,,Grieg Seafood BC,Muchalat North,Esperanza Inlet,,,,,0,1,0,1,0,1
1862,,10/1/2020,2020,October,10,,,Grieg Seafood BC,Muchalat North,Esperanza Inlet,,,,,0,1,0,1,0,1
1862,,11/1/2020,2020,November,11,,,Grieg Seafood BC,Muchalat North,Esperanza Inlet,,,,,0,1,0,1,0,1
1862,,12/1/2020,2020,December,12,,,Grieg Seafood BC,Muchalat North,Esperanza Inlet,,,,,0,1,0,1,0,1
1862,,1/1/2021,2021,January,1,,,Grieg Seafood BC,Muchalat North,Esperanza Inlet,,,,,0,1,0,1,0,1
1862,,2/1/2021,2021,February,2,,,Grieg Seafood BC,Muchalat North,Esperanza Inlet,,,,,0,1,0,1,0,1
1862,,3/1/2021,2021,March,3,,,Grieg Seafood BC,Muchalat North,Esperanza Inlet,,,,,0,1,0,1,0,1
1862,,4/1/2021,2021,April,4,,,Grieg Seafood BC,Muchalat North,Esperanza Inlet,,,,,0,1,0,1,0,1
1862,,5/1/2021,2021,May,5,,,Grieg Seafood BC,Muchalat North,Esperanza Inlet,,,,,0,1,0,1,0,1
1862,,6/1/2021,2021,June,6,,,Grieg Seafood BC,Muchalat North,Esperanza Inlet,,,,,0,1,0,1,0,1
1862,,7/1/2021,2021,July,7,,,Grieg Seafood BC,Muchalat North,Esperanza Inlet,,,,,0,1,0,1,0,1
1863,,2/1/2016,2016,February,2,,,Grieg Seafood BC,Kid Bay,Esperanza Inlet,,,,,0,1,0,1,0,1
1863,,3/1/2016,2016,March,3,,,Grieg Seafood BC,Kid Bay,Esperanza Inlet,,,,,0,1,0,1,0,1
1863,,4/1/2016,2016,April,4,,,Grieg Seafood BC,Kid Bay,Esperanza Inlet,,,,,0,1,0,1,0,1
1863,,5/1/2016,2016,May,5,,,Grieg Seafood BC,Kid Bay,Esperanza Inlet,,,,,0,1,0,1,0,1
1863,,6/1/2016,2016,June,6,,,Grieg Seafood BC,Kid Bay,Esperanza Inlet,,,,,0,1,0,1,0,1
1863,,7/1/2016,2016,July,7,,,Grieg Seafood BC,Kid Bay,Esperanza Inlet,,,,,0,1,0,1,0,1
1863,,8/1/2016,2016,August,8,,,Grieg Seafood BC,Kid Bay,Esperanza Inlet,,,,,0,1,0,1,0,1
1863,,9/1/2016,2016,September,9,,,Grieg Seafood BC,Kid Bay,Esperanza Inlet,,,,,0,1,0,1,0,1
1863,,10/1/2016,2016,October,10,,,Grieg Seafood BC,Kid Bay,Esperanza Inlet,,,,,0,1,0,1,0,1
1863,,11/1/2016,2016,November,11,,,Grieg Seafood BC,Kid Bay,Esperanza Inlet,,,,,0,1,0,1,0,1
1863,,12/1/2016,2016,December,12,,,Grieg Seafood BC,Kid Bay,Esperanza Inlet,,,,,0,1,0,1,0,1
1863,,1/1/2017,2017,January,1,,,Grieg Seafood BC,Kid Bay,Esperanza Inlet,,,,,0,1,0,1,0,1
1863,,2/1/2017,2017,February,2,,,Grieg Seafood BC,Kid Bay,Esperanza Inlet,,,,,0,1,0,1,0,1
1863,,3/1/2017,2017,March,3,,,Grieg Seafood BC,Kid Bay,Esperanza Inlet,,,,,0,1,0,1,0,1
1863,,4/1/2017,2017,April,4,,,Grieg Seafood BC,Kid Bay,Esperanza Inlet,,,,,0,1,0,1,0,1
1863,,5/1/2017,2017,May,5,,,Grieg Seafood BC,Kid Bay,Esperanza Inlet,,,,,0,1,0,1,0,1
1863,,6/1/2017,2017,June,6,,,Grieg Seafood BC,Kid Bay,Esperanza Inlet,,,,,0,1,0,1,0,1
1863,,7/1/2017,2017,July,7,,,Grieg Seafood BC,Kid Bay,Esperanza Inlet,,,,,0,1,0,1,0,1
