mort_date,year,month,month_numerical,site_id,latitude,longitude,mort_action,mort_contributing,mort_comments,company,site,zone,species,mort_cause,mortality_events,mot_control,algalbloom,ag_control,low_do,ldocontrol,treatment,treatment_control,date,year class
3/14/2020,2020,March,3,1293,50.8195,-127.55568,Carcass Removal,Large fish; Fungal infection,n/a,MOWI Canada West,Duncan Island,Port Hardy,Atlantic Salmon (Salmo salar),Transport,1,0,0,1,0,1,0,1,n/a,2
3/16/2020,2020,March,3,314,49.324371,-126.04849,Carcass Removal,n/a,Mechanical removal treatment,Cermaq Canada,Ross Pass,Clayoquot Sound,Atlantic Salmon (Salmo salar),Treatment,1,0,0,1,0,1,1,0,3/1/2020,1
3/18/2020,2020,March,3,1738,49.656029,-126.45404,Carcass Removal,Non-infectious disease; Poor performers,Poor gill health,Grieg Seafood BC,Atrevida,Nootka Sound,Atlantic Salmon (Salmo salar),Algae Bloom,1,0,1,0,0,1,0,1,43914,1
3/20/2020,2020,March,3,1237,50.485622,-127.87618,Carcass Removal,Non-infectious disease; Large fish,Medicinal bath treatment; Poor gill health,MOWI Canada West,Monday Rocks,Quatsino Sound,Atlantic Salmon (Salmo salar),Treatment,1,0,0,1,0,1,1,0,3/20/2020,2
3/25/2020,2020,March,3,1291,49.305569,-125.81583,Carcass Removal,Non-infectious disease,Poor gill health,Cermaq Canada,McIntyre Lake,Clayoquot Sound,Atlantic Salmon (Salmo salar),Algae Bloom,1,0,1,0,0,1,0,1,3/8/2020,2
3/26/2020,2020,March,3,227,49.30798,-126.00721,Carcass Removal,n/a,Mechanical removal treatment,Cermaq Canada,Bawden,Clayoquot Sound,Atlantic Salmon (Salmo salar),Treatment,1,0,0,1,0,1,1,0,3/10/2020,1
4/3/2020,2020,April,4,527,49.248032,-125.90671,Carcass Removal,n/a,Mechanical removal treatment,Cermaq Canada,Saranac Island,Clayoquot Sound,Atlantic Salmon (Salmo salar),Treatment,1,0,0,1,0,1,1,0,4/8/2020,1
4/11/2020,2020,April,4,314,49.324371,-126.04849,Carcass Removal,n/a,Mechanical removal treatment,Cermaq Canada,Ross Pass,Clayoquot Sound,Atlantic Salmon (Salmo salar),Treatment,1,0,0,1,0,1,1,0,4/6/2020,2
4/11/2020,2020,April,4,1738,49.656029,-126.45404,Continued monitoring,Non-infectious disease,Medicinal bath treatment; Poor gill health,Grieg Seafood BC,Atrevida,Nootka Sound,Atlantic Salmon (Salmo salar),Treatment,1,0,0,1,0,1,1,0,43942,1
4/15/2020,2020,April,4,227,49.30798,-126.00721,Carcass Removal,n/a,Mechanical removal treatment,Cermaq Canada,Bawden,Clayoquot Sound,Atlantic Salmon (Salmo salar),Treatment,1,0,0,1,0,1,1,0,4/22/2020,2
4/16/2020,2020,April,4,306,50.30241,-125.33778,Carcass Removal,Poor performers,n/a,Cermaq Canada,Venture Point,Discovery Islands,Atlantic Salmon (Salmo salar),Low Dissolved Oxygen,1,0,0,1,1,0,0,1,4/12/2020,2
4/18/2020,2020,April,4,1705,49.656231,-126.42849,Continued monitoring,Large fish,Medicinal bath treatment,Grieg Seafood BC,Williamson,Nootka Sound,Atlantic Salmon (Salmo salar),Treatment,1,0,0,1,0,1,1,0,4/10/2020,1
5/2/2020,2020,May,5,227,49.30798,-126.00721,Carcass Removal,n/a,Mechanical removal treatment,Cermaq Canada,Bawden,Clayoquot Sound,Atlantic Salmon (Salmo salar),Treatment,1,0,0,1,0,1,1,0,5/26/2020,2
5/3/2020,2020,May,5,211,50.30946,-125.31618,Carcass Removal,Large fish,Harvesting,MOWI Canada West,Okisollo,Discovery Islands,Atlantic Salmon (Salmo salar),Handling,1,0,0,1,0,1,0,1,5/5/2020,2
5/4/2020,2020,May,5,306,50.30241,-125.33778,Carcass Removal,Poor performers,n/a,Cermaq Canada,Venture Point,Discovery Islands,Atlantic Salmon (Salmo salar),Low Dissolved Oxygen,1,0,0,1,1,0,0,1,5/31/2020,2
5/4/2020,2020,May,5,1401,50.286129,-125.34917,Carcass Removal,Poor performers,n/a,Cermaq Canada,Brent Island,Discovery Islands,Atlantic Salmon (Salmo salar),Low Dissolved Oxygen,1,0,0,1,1,0,0,1,5/31/2020,1
5/5/2020,2020,May,5,1839,50.601059,-126.34741,Continued monitoring,n/a,n/a,Grieg Seafood BC,Wa-kwa,Broughton Archipelago,Atlantic Salmon (Salmo salar),Transport,1,0,0,1,0,1,0,1,n/a,1
5/7/2020,2020,May,5,1789,49.659229,-126.47587,Continued monitoring,n/a,Medicinal bath treatment,Grieg Seafood BC,Concepcion,Nootka Sound,Atlantic Salmon (Salmo salar),Treatment,1,0,0,1,0,1,1,0,5/2/2020,1
5/8/2020,2020,May,5,1336,50.877911,-126.90153,Carcass Removal,n/a,n/a,Cermaq Canada,Simmonds Point,Broughton Archipelago,Atlantic Salmon (Salmo salar),Transport,1,0,0,1,0,1,0,1,5/24/2020,Brood
5/9/2020,2020,May,5,1895,52.796089,-128.31093,Carcass Removal,n/a,Medicinal bath treatment,MOWI Canada West,Sheep Passage,Central Coast,Atlantic Salmon (Salmo salar),Treatment,1,0,0,1,0,1,1,0,5/14/2020,2
5/12/2020,2020,May,5,1059,50.673458,-126.18595,Environmental Mitigation,n/a,n/a,MOWI Canada West,Sargeaunt Pass,Broughton Archipelago,Atlantic Salmon (Salmo salar),Algae Bloom,1,0,1,0,0,1,0,1,5/21/2020,Brood
5/12/2020,2020,May,5,1618,50.696819,-126.25532,Environmental Mitigation,n/a,n/a,MOWI Canada West,Humphrey Rock,Broughton Archipelago,Atlantic Salmon (Salmo salar),Algae Bloom,1,0,1,0,0,1,0,1,5/21/2020,1
5/15/2020,2020,May,5,1762,49.646599,-126.43167,Carcass Removal,n/a,Medicinal bath treatment,Grieg Seafood BC,Gore,Nootka Sound,Atlantic Salmon (Salmo salar),Treatment,1,0,0,1,0,1,1,0,5/2/2020,1
5/19/2020,2020,May,5,527,49.248032,-125.90671,Carcass Removal,n/a,Mechanical removal treatment,Cermaq Canada,Saranac Island,Clayoquot Sound,Atlantic Salmon (Salmo salar),Treatment,1,0,0,1,0,1,1,0,5/4/2020,Brood
5/24/2020,2020,May,5,1738,49.656029,-126.45404,Continued monitoring,Non-infectious disease,Medicinal bath treatment,Grieg Seafood BC,Atrevida,Nootka Sound,Atlantic Salmon (Salmo salar),Treatment,1,0,0,1,0,1,1,0,5/12/2020,1
5/26/2020,2020,May,5,543,49.259251,-125.86762,Carcass Removal,Low Dissolved Oxygen,Mechanical removal treatment,Cermaq Canada,Mussel Rock,Clayoquot Sound,Atlantic Salmon (Salmo salar),Treatment,1,0,0,1,0,1,1,0,5/11/2020,Brood
5/31/2020,2020,May,5,1862,49.867989,-126.7573,Environmental Mitigation,n/a,n/a,Grieg Seafood BC,Hecate,Esperanza Inlet,Atlantic Salmon (Salmo salar),Algae Bloom,1,0,1,0,0,1,0,1,5/9/2020,1
6/3/2020,2020,June,6,1401,50.286129,-125.34917,Carcass Removal,Poor performers,n/a,Cermaq Canada,Brent Island,Discovery Islands,Atlantic Salmon (Salmo salar),Low Dissolved Oxygen,1,0,0,1,1,0,0,1,44010,1
6/10/2020,2020,June,6,211,50.30946,-125.31618,Carcass Removal,Low Dissolved Oxygen; Large fish,Harvesting,MOWI Canada West,Okisollo,Discovery Islands,Atlantic Salmon (Salmo salar),Handling,1,0,0,1,0,1,0,1,6/22/2020,1
6/10/2020,2020,June,6,306,50.30241,-125.33778,Carcass Removal,Poor performers,n/a,Cermaq Canada,Venture Point,Discovery Islands,Atlantic Salmon (Salmo salar),Low Dissolved Oxygen,1,0,0,1,1,0,0,1,6/7/2020,1
6/13/2020,2020,June,6,1789,49.659229,-126.47587,Continued monitoring,n/a,Medicinal bath treatment,Grieg Seafood BC,Concepcion,Nootka Sound,Atlantic Salmon (Salmo salar),Treatment,1,0,0,1,0,1,1,0,6/2/2020,1
6/15/2020,2020,June,6,1293,50.8195,-127.55568,Carcass Removal,n/a,Mouthrot,MOWI Canada West,Duncan Island,Port Hardy,Atlantic Salmon (Salmo salar),Infectious disease,1,0,0,1,0,1,0,1,6/4/2020,1
6/16/2020,2020,June,6,211,50.30946,-125.31618,Carcass Removal,Large fish,Harvesting,MOWI Canada West,Okisollo,Discovery Islands,Atlantic Salmon (Salmo salar),Handling,1,0,0,1,0,1,0,1,6/22/2020,1
6/20/2020,2020,June,6,1762,49.646599,-126.43167,Carcass Removal,n/a,Medicinal bath treatment,Grieg Seafood BC,Gore,Nootka Sound,Atlantic Salmon (Salmo salar),Treatment,1,0,0,1,0,1,1,0,6/6/2020,1
6/23/2020,2020,June,6,1238,50.469143,-127.83577,Carcass Removal,Algae Bloom; Low Dissolved Oxygen; Non-infectious disease,Harvesting; Poor gill health,MOWI Canada West,Mahatta West,Quatsino Sound,Atlantic Salmon (Salmo salar),Handling,1,0,0,1,0,1,0,1,6/24/2020,1
6/24/2020,2020,June,6,221,49.67226,-123.86019,Environmental Mitigation,Non-Infectious disease,Poor gill health,Grieg Seafood BC,Vantage,Sunshine Coast,Atlantic Salmon (Salmo salar),Algae Bloom,1,0,1,0,0,1,0,1,43999,1
6/26/2020,2020,June,6,1472,49.279282,-125.83065,Carcass Removal,Low Dissolved Oxygen,Poor gill health,Cermaq Canada,West Side,Clayoquot Sound,Atlantic Salmon (Salmo salar),Algae Bloom,1,0,1,0,0,1,0,1,6/7/2020,1
6/27/2020,2020,June,6,543,49.259251,-125.86762,Carcass Removal,Low Dissolved Oxygen,n/a,Cermaq Canada,Mussel Rock,Clayoquot Sound,Atlantic Salmon (Salmo salar),Algae Bloom,1,0,1,0,0,1,0,1,44011,1
6/28/2020,2020,June,6,332,49.615349,-123.83407,Environmental Mitigation,n/a,n/a,Grieg Seafood BC,Salten,Sunshine Coast,Atlantic Salmon (Salmo salar),Algae Bloom,1,0,1,0,0,1,0,1,6/4/2020,1
6/28/2020,2020,June,6,7053,50.90078,-127.93638,Carcass Removal,n/a,n/a,MOWI Canada West,Ghi ya,Port Hardy,Atlantic Salmon (Salmo salar),Treatment,1,0,0,1,0,1,1,0,6/25/2020,2
6/30/2020,2020,June,6,1697,49.795952,-124.10162,Environmental Mitigation,n/a,n/a,Grieg Seafood BC,Culloden,Sunshine Coast,Atlantic Salmon (Salmo salar),Algae Bloom,1,0,1,0,0,1,0,1,6/15/2020,1
6/30/2020,2020,June,6,1862,49.867989,-126.7573,Environmental Mitigation,Algae bloom,n/a,Grieg Seafood BC,Hecate,Esperanza Inlet,Atlantic Salmon (Salmo salar),Low Dissolved Oxygen,1,0,0,1,1,0,0,1,6/12/2020,2
7/1/2020,2020,July,7,1079,49.886799,-126.7911,Environmental Mitigation,Algae bloom,n/a,Grieg Seafood BC,Steamer,Esperanza Inlet,Atlantic Salmon (Salmo salar),Low Dissolved Oxygen,1,0,0,1,1,0,0,1,7/31/2020,1
7/1/2020,2020,July,7,1738,49.656029,-126.45404,Continued monitoring,Non-infectious disease,Medicinal bath treatment; Poor gill health,Grieg Seafood BC,Atrevida,Nootka Sound,Atlantic Salmon (Salmo salar),Treatment,1,0,0,1,0,1,1,0,7/2/2020,2
7/1/2020,2020,July,7,1863,49.878139,-126.76145,Environmental Mitigation,Algae bloom,n/a,Grieg Seafood BC,Esperanza,Esperanza Inlet,Atlantic Salmon (Salmo salar),Low Dissolved Oxygen,1,0,0,1,1,0,0,1,7/11/2020,2
7/2/2020,2020,July,7,306,50.30241,-125.33778,Carcass Removal,Poor performers,n/a,Cermaq Canada,Venture Point,Discovery Islands,Atlantic Salmon (Salmo salar),Low Dissolved Oxygen,1,0,0,1,1,0,0,1,7/29/2020,1
7/2/2020,2020,July,7,1291,49.305569,-125.81583,Carcass Removal,Low Dissolved Oxygen; Non-infectious disease,Poor gill health,Cermaq Canada,McIntyre Lake,Clayoquot Sound,Atlantic Salmon (Salmo salar),Algae Bloom,1,0,1,0,0,1,0,1,7/4/2020,1
7/3/2020,2020,July,7,1698,49.779301,-124.15395,Other - explain,Algae bloom; Infectious disease,Reviewed and adapted procedures and equipment; Salmonid Rickettsial Septicemia,Grieg Seafood BC,Ahlstrom,Sunshine Coast,Atlantic Salmon (Salmo salar),Handling,1,0,0,1,0,1,0,1,7/21/2020,2
7/7/2020,2020,July,7,871,50.324371,-125.26039,Carcass Removal,Low Dissolved Oxygen; Large fish,n/a,Grieg Seafood BC,Barnes Bay,Discovery Islands,Atlantic Salmon (Salmo salar),Handling,1,0,0,1,0,1,0,1,7/15/2020,1
7/9/2020,2020,July,7,1293,50.8195,-127.55568,Carcass Removal,Poor performers,Non-medicinal bath treatment,MOWI Canada West,Duncan Island,Port Hardy,Atlantic Salmon (Salmo salar),Treatment,1,0,0,1,0,1,1,0,7/14/2020,1
7/14/2020,2020,July,7,211,50.30946,-125.31618,Carcass Removal,Low Dissolved Oxygen; Large fish,Harvesting,MOWI Canada West,Okisollo,Discovery Islands,Atlantic Salmon (Salmo salar),Handling,1,0,0,1,0,1,0,1,7/15/2020,1
7/14/2020,2020,July,7,1401,50.286129,-125.34917,Carcass Removal,Poor performers,n/a,Cermaq Canada,Brent Island,Discovery Islands,Atlantic Salmon (Salmo salar),Low Dissolved Oxygen,1,0,0,1,1,0,0,1,7/12/2020,2
7/16/2020,2020,July,7,527,49.248032,-125.90671,Carcass Removal,Infectious disease,Salmonid Rickettsial Septicemia,Cermaq Canada,Saranac Island,Clayoquot Sound,Atlantic Salmon (Salmo salar),Algae Bloom,1,0,1,0,0,1,0,1,7/22/2020,1
7/17/2020,2020,July,7,1863,49.878139,-126.76145,Continued monitoring,Handling,n/a,Grieg Seafood BC,Esperanza,Esperanza Inlet,Atlantic Salmon (Salmo salar),Treatment,1,0,0,1,0,1,1,0,7/11/2020,2
7/18/2020,2020,July,7,1762,49.646599,-126.43167,Continued monitoring,Algae bloom,n/a,Grieg Seafood BC,Gore,Nootka Sound,Atlantic Salmon (Salmo salar),Low Dissolved Oxygen,1,0,0,1,1,0,0,1,7/5/2020,2
7/22/2020,2020,July,7,1472,49.279282,-125.83065,Carcass Removal,Non-infectious disease,Poor gill health,Cermaq Canada,West Side,Clayoquot Sound,Atlantic Salmon (Salmo salar),Jellyfish,1,0,0,1,0,1,0,1,7/28/2020,2
7/24/2020,2020,July,7,306,50.30241,-125.33778,Carcass Removal,Poor performers,n/a,Cermaq Canada,Venture Point,Discovery Islands,Atlantic Salmon (Salmo salar),Low Dissolved Oxygen,1,0,0,1,1,0,0,1,7/29/2020,1
7/24/2020,2020,July,7,1291,49.305569,-125.81583,Carcass Removal,Non-infectious disease,Poor gill health,Cermaq Canada,McIntyre Lake,Clayoquot Sound,Atlantic Salmon (Salmo salar),Jellyfish,1,0,0,1,0,1,0,1,7/4/2020,1
7/30/2020,2020,July,7,1862,49.867989,-126.7573,Continued monitoring,n/a,Medicinal bath treatment,Grieg Seafood BC,Hecate,Esperanza Inlet,Atlantic Salmon (Salmo salar),Treatment,1,0,0,1,0,1,1,0,7/24/2020,2
8/1/2020,2020,August,8,380,50.423618,-125.30517,Carcass Removal,Low Dissolved Oxygen; Large fish,Harvesting,MOWI Canada West,Sonora Point,Discovery Islands,Atlantic Salmon (Salmo salar),Handling,1,0,0,1,0,1,0,1,8/24/2020,2
8/1/2020,2020,August,8,1059,50.673458,-126.18595,Carcass Removal,Harvesting,Furunculosis,MOWI Canada West,Sargeaunt Pass,Broughton Archipelago,Atlantic Salmon (Salmo salar),Infectious disease,1,0,0,1,0,1,0,1,8/14/2020,2
8/1/2020,2020,August,8,1079,49.886799,-126.7911,Continued monitoring,n/a,Medicinal bath treatment,Grieg Seafood BC,Steamer,Esperanza Inlet,Atlantic Salmon (Salmo salar),Treatment,1,0,0,1,0,1,1,0,,2
8/7/2020,2020,August,8,1698,49.779301,-124.15395,Continued monitoring,Algae bloom,Salmonid Rickettsial Septicemia,Grieg Seafood BC,Ahlstrom,Sunshine Coast,Atlantic Salmon (Salmo salar),Infectious disease,1,0,0,1,0,1,0,1,8/18/2020,2
8/8/2020,2020,August,8,467,50.657841,-126.66298,Carcass Removal,Handling; Non-infectious disease; Low Dissolved Oxygen,Mechanical removal treatment; Poor gill health,MOWI Canada West,Midsummer,Broughton Archipelago,Atlantic Salmon (Salmo salar),Treatment,1,0,0,1,0,1,1,0,8/15/2020,2
8/10/2020,2020,August,8,221,49.67226,-123.86019,Environmental Mitigation,Non-Infectious disease,Poor gill health,Grieg Seafood BC,Vantage,Sunshine Coast,Atlantic Salmon (Salmo salar),Algae Bloom,1,0,1,0,0,1,0,1,8/27/2020,2
8/11/2020,2020,August,8,871,50.324371,-125.26039,Carcass Removal,Low Dissolved Oxygen; Large fish,n/a,Grieg Seafood BC,Barnes Bay,Discovery Islands,Atlantic Salmon (Salmo salar),Handling,1,0,0,1,0,1,0,1,8/13/2020,2
8/11/2020,2020,August,8,1350,50.965549,-127.45345,Carcass Removal,Non-infectious disease; Algae bloom,Poor gill health,MOWI Canada West,Shelter Bay,Port Hardy,Atlantic Salmon (Salmo salar),Low Dissolved Oxygen,1,0,0,1,1,0,0,1,8/6/2020,2
8/18/2020,2020,August,8,1291,49.305569,-125.81583,Carcass Removal,Low Dissolved Oxygen; Non-infectious disease,Poor gill health,Cermaq Canada,McIntyre Lake,Clayoquot Sound,Atlantic Salmon (Salmo salar),Jellyfish,1,0,0,1,0,1,0,1,8/26/2020,2
8/20/2020,2020,August,8,100,50.410629,-125.70029,Carcass Removal,n/a,n/a,MOWI Canada West,Lees Bay,Discovery Islands,Atlantic Salmon (Salmo salar),Algae Bloom,1,0,1,0,0,1,0,1,8/10/2020,2
8/20/2020,2020,August,8,1581,50.413391,-125.76974,Carcass Removal,Treatment,n/a,MOWI Canada West,Hardwicke,Discovery Islands,Atlantic Salmon (Salmo salar),Algae Bloom,1,0,1,0,0,1,0,1,8/1/2020,2
8/22/2020,2020,August,8,790,50.417229,-125.66284,Carcass Removal,n/a,n/a,MOWI Canada West,Chancellor Channel,Discovery Islands,Atlantic Salmon (Salmo salar),Algae Bloom,1,0,1,0,0,1,0,1,8/10/2020,2
8/23/2020,2020,August,8,332,49.615349,-123.83407,Continued monitoring,Non-infectious disease,Salmonid Rickettsial Septicemia; Poor gill health,Grieg Seafood BC,Salten,Sunshine Coast,Atlantic Salmon (Salmo salar),Infectious disease,1,0,0,1,0,1,0,1,8/29/2020,2
8/23/2020,2020,August,8,820,50.786591,-126.69153,Carcass Removal,Non-infectious disease; Handling,Poor gill health,MOWI Canada West,Wicklow Point,Broughton Archipelago,Atlantic Salmon (Salmo salar),Jellyfish,1,0,0,1,0,1,0,1,8/24/2020,2
8/23/2020,2020,August,8,1351,50.90567,-127.34239,Carcass Removal,Non-infectious disease; Maturation; Harvest,Proliferative Gill Disease,MOWI Canada West,Marsh Bay,Port Hardy,Atlantic Salmon (Salmo salar),Low Dissolved Oxygen,1,0,0,1,1,0,0,1,8/1/2020,2
9/3/2020,2020,September,9,78,50.488251,-125.35658,Carcass Removal,Low Dissolved Oxygen,n/a,MOWI Canada West,Phillips Arm,Discovery Islands,Atlantic Salmon (Salmo salar),Handling,1,0,0,1,0,1,0,1,9/28/2020,2
9/6/2020,2020,September,9,1472,49.279282,-125.83065,Carcass Removal,Non-infectious disease,Poor gill health,Cermaq Canada,West Side,Clayoquot Sound,Atlantic Salmon (Salmo salar),Jellyfish,1,0,0,1,0,1,0,1,9/1/2020,2
9/6/2020,2020,September,9,7053,50.90078,-127.93638,Carcass Removal,n/a,Amoebic Gill Disease,MOWI Canada West,Ghi ya,Port Hardy,Atlantic Salmon (Salmo salar),Infectious disease,1,0,0,1,0,1,0,1,9/20/2020,1
9/9/2020,2020,September,9,540,49.235031,-125.75174,Carcass Removal,Jellyfish; Non-infectious disease,Poor gill health,Cermaq Canada,Fortune Channel,Clayoquot Sound,Atlantic Salmon (Salmo salar),Algae Bloom,1,0,1,0,0,1,0,1,9/20/2020,1
9/9/2020,2020,September,9,1825,50.60799,-126.36301,Continued monitoring,n/a,n/a,Grieg Seafood BC,Noo-la,Broughton Archipelago,Atlantic Salmon (Salmo salar),Handling,1,0,0,1,0,1,0,1,9/28/2020,1
9/12/2020,2020,September,9,1291,49.305569,-125.81583,Carcass Removal,Algae bloom; Non-infectious disease,Poor gill health,Cermaq Canada,McIntyre Lake,Clayoquot Sound,Atlantic Salmon (Salmo salar),Jellyfish,1,0,0,1,0,1,0,1,9/6/2020,1
9/12/2020,2020,September,9,1293,50.8195,-127.55568,Carcass Removal,Poor performers,n/a,MOWI Canada West,Duncan Island,Port Hardy,Atlantic Salmon (Salmo salar),Low Dissolved Oxygen,1,0,0,1,1,0,0,1,9/2/2020,1
9/17/2020,2020,September,9,871,50.324371,-125.26039,Continued monitoring,Poor performers; Low Dissolved Oxygen; Large Fish,Poor gill health,Grieg Seafood BC,Barnes Bay,Discovery Islands,Atlantic Salmon (Salmo salar),Non-Infectious Disease,1,0,0,1,0,1,0,1,9/10/2020,1
9/19/2020,2020,September,9,467,50.657841,-126.66298,Carcass Removal,Non-infectious disease,Proliferative Gill Disease,MOWI Canada West,Midsummer,Broughton Archipelago,Atlantic Salmon (Salmo salar),Low Dissolved Oxygen,1,0,0,1,1,0,0,1,9/25/2020,1
9/19/2020,2020,September,9,1618,50.696819,-126.25532,Carcass Removal,Non-infectious disease,Poor gill health,MOWI Canada West,Humphrey Rock,Broughton Archipelago,Atlantic Salmon (Salmo salar),Low Dissolved Oxygen,1,0,0,1,1,0,0,1,9/2/2020,2
9/22/2020,2020,September,9,78,50.488251,-125.35658,Carcass Removal,Algae bloom,n/a,MOWI Canada West,Phillips Arm,Discovery Islands,Atlantic Salmon (Salmo salar),Low Dissolved Oxygen,1,0,0,1,1,0,0,1,9/28/2020,2
9/27/2020,2020,September,9,871,50.324371,-125.26039,Carcass Removal,Low Dissolved Oxygen; Large fish,n/a,Grieg Seafood BC,Barnes Bay,Discovery Islands,Atlantic Salmon (Salmo salar),Handling,1,0,0,1,0,1,0,1,9/10/2020,1
10/4/2020,2020,October,10,1291,49.305569,-125.81583,Carcass Removal,Algae bloom; Predation; Non-infectious disease,Poor gill health,Cermaq Canada,McIntyre Lake,Clayoquot Sound,Atlantic Salmon (Salmo salar),Jellyfish,1,0,0,1,0,1,0,1,10/11/2020,1
10/6/2020,2020,October,10,1863,49.878139,-126.76145,Carcass Removal,n/a,Medicinal bath treatment,Grieg Seafood BC,Esperanza,Esperanza Inlet,Atlantic Salmon (Salmo salar),Treatment,1,0,0,1,0,1,1,0,10/7/2020,1
10/8/2020,2020,October,10,1472,49.279282,-125.83065,Carcass Removal,Low Dissolved Oxygen; Non-infectious disease,Poor gill health,Cermaq Canada,West Side,Clayoquot Sound,Atlantic Salmon (Salmo salar),Jellyfish,1,0,0,1,0,1,0,1,10/25/2020,2
10/24/2020,2020,October,10,1618,50.696819,-126.25532,Carcass Removal,Harvesting; Low Dissolved Oxygen,n/a,MOWI Canada West,Humphrey Rock,Broughton Archipelago,Atlantic Salmon (Salmo salar),Handling,1,0,0,1,0,1,0,1,10/8/2020,1
10/25/2020,2020,October,10,78,50.488251,-125.35658,Carcass Removal,n/a,Harvesting,MOWI Canada West,Phillips Arm,Discovery Islands,Atlantic Salmon (Salmo salar),Handling,1,0,0,1,0,1,0,1,10/6/2020,1
10/30/2020,2020,October,10,306,50.30241,-125.33778,Carcass Removal,Harvesting,n/a,Cermaq Canada,Venture Point,Discovery Islands,Atlantic Salmon (Salmo salar),Low Dissolved Oxygen,1,0,0,1,1,0,0,1,10/18/2020,2
11/19/2020,2020,November,11,7713,52.719929,-128.57433,Carcass Removal,Non-infectious disease,Strong tides; Poor gill health,MOWI Canada West,Cougar,Central Coast,Atlantic Salmon (Salmo salar),Other - Explain,1,0,0,1,0,1,0,1,11/10/2020,1
11/26/2020,2020,November,11,1472,49.279282,-125.83065,Carcass Removal,Poor gill health,Mechanical removal treatment,Cermaq Canada,West Side,Clayoquot Sound,Atlantic Salmon (Salmo salar),Treatment,1,0,0,1,0,1,1,0,11/1/2020,2
12/13/2020,2020,December,12,1618,50.696819,-126.25532,Carcass Removal,Harvesting,n/a,MOWI Canada West,Humphrey Rock,Broughton Archipelago,Atlantic Salmon (Salmo salar),Handling,1,0,0,1,0,1,0,1,44169,2
12/15/2020,2020,December,12,1895,52.796089,-128.31093,Carcass Removal,n/a,Medicinal bath treatment,MOWI Canada West,Sheep Passage,Central Coast,Atlantic Salmon (Salmo salar),Treatment,1,0,0,1,0,1,1,0,12/1/2020,1
12/28/2020,2020,December,12,1351,50.90567,-127.34239,Carcass Removal,n/a,n/a,MOWI Canada West,Marsh Bay,Port Hardy,Atlantic Salmon (Salmo salar),Predation,1,0,0,1,0,1,0,1,12/2/2020,2
1/11/2021,2021,January,1,1472,49.279282,-125.83065,Carcass Removal,Predation,Mechanical removal treatment,Cermaq Canada,West Side,Clayoquot Sound,Atlantic Salmon (Salmo salar),Treatment,1,0,0,1,0,1,1,0,44222,2
1/18/2021,2021,January,1,540,49.235031,-125.75174,Carcass Removal,Non-infectious disease,Mechanical removal treatment; Poor gill health,Cermaq Canada,Fortune Channel,Clayoquot Sound,Atlantic Salmon (Salmo salar),Treatment,1,0,0,1,0,1,1,0,1/12/2021,2
1/22/2021,2021,January,1,1291,49.305569,-125.81583,Carcass Removal,n/a,Mechanical removal treatment,Cermaq Canada,McIntyre Lake,Clayoquot Sound,Atlantic Salmon (Salmo salar),Treatment,1,0,0,1,0,1,1,0,1/18/2021,2
1/28/2021,2021,January,1,1472,49.279282,-125.83065,Carcass Removal,Predation,Mechanical removal treatment,Cermaq Canada,West Side,Clayoquot Sound,Atlantic Salmon (Salmo salar),Treatment,1,0,0,1,0,1,1,0,44222,2
2/8/2021,2021,February,2,540,49.235031,-125.75174,Carcass Removal,Predation; Non-infectious disease,Mechanical removal treatment; Poor gill health,Cermaq Canada,Fortune Channel,Clayoquot Sound,Atlantic Salmon (Salmo salar),Treatment,1,0,0,1,0,1,1,0,44249,2
2/12/2021,2021,February,2,1849,49.64394,-126.33953,Investigation,Non-infectious disease; Infectious disease,Poor gill health; Mouth Rot,Grieg Seafood BC,Muchalat North,Nootka Sound,Atlantic Salmon (Salmo salar),Low Dissolved Oxygen,1,0,0,1,1,0,0,1,2/24/2021,1
2/16/2021,2021,February,2,1291,49.305569,-125.81583,Carcass Removal,Non-infectious disease,Mechanical removal treatment; Poor gill health,Cermaq Canada,McIntyre Lake,Clayoquot Sound,Atlantic Salmon (Salmo salar),Treatment,1,0,0,1,0,1,1,0,2/13/2021,1
3/1/2021,2021,March,3,1350,50.965549,-127.45345,Carcass Removal,n/a,Harvesting,MOWI Canada West,Shelter Bay,Port Hardy,Atlantic Salmon (Salmo salar),Handling,1,0,0,1,0,1,0,1,n/a,1
3/10/2021,2021,March,3,1291,49.305569,-125.81583,Carcass Removal,Non-infectious disease,Mechanical removal treatment; Poor gill health,Cermaq Canada,McIntyre Lake,Clayoquot Sound,Atlantic Salmon (Salmo salar),Treatment,1,0,0,1,0,1,1,0,3/28/2021,2
3/21/2021,2021,March,3,540,49.235031,-125.75174,Carcass Removal,Non-infectious disease,Mechanical removal treatment; Poor gill health,Cermaq Canada,Fortune Channel,Clayoquot Sound,Atlantic Salmon (Salmo salar),Treatment,1,0,0,1,0,1,1,0,3/29/2021,1
3/21/2021,2021,March,3,1863,49.878139,-126.76145,Carcass Removal,Large fish,Mechanical removal treatment,Grieg Seafood BC,Esperanza,Esperanza Inlet,Atlantic Salmon (Salmo salar),Treatment,1,0,0,1,0,1,1,0,3/10/2021,1
4/8/2021,2021,April,4,1079,49.886799,-126.7911,Carcass Removal,Large fish,n/a,Grieg Seafood BC,Steamer,Esperanza Inlet,Atlantic Salmon (Salmo salar),Low Dissolved Oxygen,1,0,0,1,1,0,0,1,4/9/2021,2
