mort_date,year,month,month_numerical,site_id,latitude,longitude,mort_action,mort_contributing,mort_comments,company,site,zone,species,mort_cause,mortality_events,mot_control,algalbloom,ag_control,low_do,ldocontrol,treatment,treatment_control,date,year class
,2019,April,4,1698,,,,,,Creative Salmon Company,Ahlstrom,Sunshine Coast,,,0,1,0,1,0,1,0,1,n/a,2
,2019,April,4,1705,,,,,,Creative Salmon Company,98,Nootka Sound,,,0,1,0,1,0,1,0,1,4/7/2019,2
,2019,April,4,1762,,,,,,Creative Salmon Company,Kunechin,Nootka Sound,,,0,1,0,1,0,1,0,1,4/14/2019,2
,2019,April,4,1789,,,,,,Creative Salmon Company,Cypress Harbour,Nootka Sound,,,0,1,0,1,0,1,0,1,4/24/2019,2
,2019,April,4,1825,,,,,,Creative Salmon Company,Ross Pass,Broughton Archipelago,,,0,1,0,1,0,1,0,1,4/16/2019,2
,2019,April,4,1839,,,,,,Creative Salmon Company,93,Broughton Archipelago,,,0,1,0,1,0,1,0,1,43564,2
,2019,April,4,1849,,,,,,Creative Salmon Company,Rant Point,Nootka Sound,,,0,1,0,1,0,1,0,1,4/23/2019,2
,2019,April,4,1862,,,,,,Creative Salmon Company,Lime Point,Esperanza Inlet,,,0,1,0,1,0,1,0,1,4/21/2019,2
,2019,April,4,6668,,,,,,Cermaq Canada,Sargeaunt Pass,Clayoquot Sound,,,0,1,0,1,0,1,0,1,4/15/2019,2
,2019,April,4,7053,,,,,,Grieg Seafood BC,Hecate,Port Hardy,,,0,1,0,1,0,1,0,1,4/15/2019,2
,2019,April,4,7273,,,,,,Creative Salmon Company,89,Broughton Archipelago,,,0,1,0,1,0,1,0,1,4/16/2019,2
,2019,April,4,7714,,,,,,Grieg Seafood BC,Alexander,Central Coast,,,0,1,0,1,0,1,0,1,4/13/2019,2
,2019,August,8,143,,,,,,Grieg Seafood BC,Maude Island,Broughton Archipelago,,,0,1,0,1,0,1,0,1,8/4/2019,2
,2019,August,8,144,,,,,,Grieg Seafood BC,Marsh Bay,Quatsino Sound,,,0,1,0,1,0,1,0,1,43707,2
,2019,August,8,211,,,,,,Grieg Seafood BC,Salten,Discovery Islands,,,0,1,0,1,0,1,0,1,8/26/2019,n/a
,2019,August,8,221,,,,,,Creative Salmon Company,91,Sunshine Coast,,,0,1,0,1,0,1,0,1,43689,1
,2019,August,8,227,,,,,,Cermaq Canada,Baxter Islets,Clayoquot Sound,,,0,1,0,1,0,1,0,1,8/2/2019,1
,2019,August,8,234,,,,,,Cermaq Canada,Fortune Channel,Clayoquot Sound,,,0,1,0,1,0,1,0,1,43708,1
,2019,August,8,304,,,,,,Cermaq Canada,Sir Edmund Bay,Discovery Islands,,,0,1,0,1,0,1,0,1,n/a,1
,2019,August,8,306,,,,,,Cermaq Canada,92,Discovery Islands,,,0,1,0,1,0,1,0,1,8/31/2019,1
,2019,August,8,314,,,,,,Cermaq Canada,Sonora Point,Clayoquot Sound,,,0,1,0,1,0,1,0,1,8/31/2019,1
,2019,August,8,332,,,,,,Creative Salmon Company,St. Vincent Bay,Sunshine Coast,,,0,1,0,1,0,1,0,1,8/15/2019,1
,2019,August,8,380,,,,,,Grieg Seafood BC,Wicklow Point,Discovery Islands,,,0,1,0,1,0,1,0,1,n/a,1
,2019,August,8,458,,,,,,Cermaq Canada,Esperanza,Broughton Archipelago,,,0,1,0,1,0,1,0,1,8/28/2019,1
,2019,August,8,465,,,,,,Grieg Seafood BC,87,Broughton Archipelago,,,0,1,0,1,0,1,0,1,8/19/2019,1
,2019,August,8,467,,,,,,Grieg Seafood BC,Phillips Arm,Broughton Archipelago,,,0,1,0,1,0,1,0,1,8/26/2019,1
,2019,August,8,527,,,,,,Cermaq Canada,Steamer,Clayoquot Sound,,,0,1,0,1,0,1,0,1,8/17/2019,1
,2019,August,8,543,,,,,,Cermaq Canada,Robertson,Clayoquot Sound,,,0,1,0,1,0,1,0,1,8/16/2019,1
,2019,August,8,746,,,,,,Creative Salmon Company,Wehlis Bay,Sunshine Coast,,,0,1,0,1,0,1,0,1,43688,1
,2019,August,8,869,,,,,,Cermaq Canada,Noo-la,Broughton Archipelago,,,0,1,0,1,0,1,0,1,8/31/2019,Brood
,2019,August,8,871,,,,,,Creative Salmon Company,Baxter Islet,Discovery Islands,,,0,1,0,1,0,1,0,1,n/a,Brood
,2019,August,8,892,,,,,,Grieg Seafood BC,Binns Island,Port Hardy,,,0,1,0,1,0,1,0,1,n/a,Brood
,2019,August,8,1059,,,,,,Grieg Seafood BC,Swanson,Broughton Archipelago,,,0,1,0,1,0,1,0,1,43686,Brood
,2019,August,8,1136,,,,,,Grieg Seafood BC,Tsa-ya,Discovery Islands,,,0,1,0,1,0,1,0,1,8/1/2019,Brood
,2019,August,8,1144,,,,,,Cermaq Canada,Chancellor Channel,Broughton Archipelago,,,0,1,0,1,0,1,0,1,8/2/2019,Brood
,2019,August,8,1148,,,,,,Cermaq Canada,Brougham Point,Clayoquot Sound,,,0,1,0,1,0,1,0,1,8/3/2019,Brood
,2019,August,8,1198,,,,,,Grieg Seafood BC,Simmonds Point,Port Hardy,,,0,1,0,1,0,1,0,1,8/15/2019,Brood
,2019,August,8,1237,,,,,,Grieg Seafood BC,Port Elizabeth,Quatsino Sound,,,0,1,0,1,0,1,0,1,8/2/2019,Brood
,2019,August,8,1238,,,,,,Grieg Seafood BC,Muchalat South,Quatsino Sound,,,0,1,0,1,0,1,0,1,8/13/2019,Brood
,2019,August,8,1288,,,,,,Grieg Seafood BC,Ghi ya,Port Hardy,,,0,1,0,1,0,1,0,1,8/11/2019,Brood
,2019,August,8,1293,,,,,,Grieg Seafood BC,Glacial Creek,Port Hardy,,,0,1,0,1,0,1,0,1,8/11/2019,Brood
,2019,August,8,1338,,,,,,Grieg Seafood BC,Muchalat North,Quatsino Sound,,,0,1,0,1,0,1,0,1,8/22/2019,Brood
,2019,August,8,1401,,,,,,Cermaq Canada,Burdwood,Discovery Islands,,,0,1,0,1,0,1,0,1,8/16/2019,Brood
,2019,August,8,1472,,,,,,Cermaq Canada,96,Clayoquot Sound,,,0,1,0,1,0,1,0,1,n/a,2
,2019,August,8,1581,,,,,,Grieg Seafood BC,Lees Bay,Discovery Islands,,,0,1,0,1,0,1,0,1,8/5/2019,2
,2019,August,8,1586,,,,,,Grieg Seafood BC,Frederick Arm,Broughton Archipelago,,,0,1,0,1,0,1,0,1,8/12/2019,2
,2019,August,8,1618,,,,,,Grieg Seafood BC,Lutes Creek,Broughton Archipelago,,,0,1,0,1,0,1,0,1,8/21/2019,2
,2019,August,8,1691,,,,,,Grieg Seafood BC,Mahatta West,Central Coast,,,0,1,0,1,0,1,0,1,8/28/2019,1
,2019,August,8,1697,,,,,,Creative Salmon Company,Duncan Island,Sunshine Coast,,,0,1,0,1,0,1,0,1,8/21/2019,1
,2019,August,8,1825,,,,,,Creative Salmon Company,Ross Pass,Broughton Archipelago,,,0,1,0,1,0,1,0,1,8/16/2019,1
,2019,August,8,1839,,,,,,Creative Salmon Company,93,Broughton Archipelago,,,0,1,0,1,0,1,0,1,8/19/2019,1
,2019,August,8,7053,,,,,,Grieg Seafood BC,Hecate,Port Hardy,,,0,1,0,1,0,1,0,1,8/20/2019,1
,2019,August,8,7713,,,,,,Grieg Seafood BC,Doyle Island,Central Coast,,,0,1,0,1,0,1,0,1,8/25/2019,1
,2019,December,12,78,,,,,,Grieg Seafood BC,Saranac Island,Discovery Islands,,,0,1,0,1,0,1,0,1,12/11/2019,1
,2019,December,12,100,,,,,,Grieg Seafood BC,McIntyre Lake,Discovery Islands,,,0,1,0,1,0,1,0,1,n/a,1
,2019,December,12,141,,,,,,Grieg Seafood BC,Sheep Passage,Broughton Archipelago,,,0,1,0,1,0,1,0,1,12/3/2019,1
,2019,December,12,143,,,,,,Grieg Seafood BC,Maude Island,Broughton Archipelago,,,0,1,0,1,0,1,0,1,12/31/2019,1
,2019,December,12,144,,,,,,Grieg Seafood BC,Marsh Bay,Quatsino Sound,,,0,1,0,1,0,1,0,1,12/7/2019,1
,2019,December,12,211,,,,,,Grieg Seafood BC,Salten,Discovery Islands,,,0,1,0,1,0,1,0,1,12/16/2019,1
,2019,December,12,221,,,,,,Creative Salmon Company,91,Sunshine Coast,,,0,1,0,1,0,1,0,1,43820,1
,2019,December,12,227,,,,,,Cermaq Canada,Baxter Islets,Clayoquot Sound,,,0,1,0,1,0,1,0,1,12/20/2019,1
,2019,December,12,234,,,,,,Cermaq Canada,Fortune Channel,Clayoquot Sound,,,0,1,0,1,0,1,0,1,43818,1
,2019,December,12,303,,,,,,Grieg Seafood BC,Humphrey Rock,Sunshine Coast,,,0,1,0,1,0,1,0,1,n/a,1
,2019,December,12,304,,,,,,Cermaq Canada,Sir Edmund Bay,Discovery Islands,,,0,1,0,1,0,1,0,1,12/20/2019,1
,2019,December,12,306,,,,,,Cermaq Canada,92,Discovery Islands,,,0,1,0,1,0,1,0,1,12/5/2019,1
,2019,December,12,314,,,,,,Cermaq Canada,Sonora Point,Clayoquot Sound,,,0,1,0,1,0,1,0,1,12/6/2019,1
,2019,December,12,332,,,,,,Creative Salmon Company,St. Vincent Bay,Sunshine Coast,,,0,1,0,1,0,1,0,1,12/15/2019,1
,2019,December,12,380,,,,,,Grieg Seafood BC,Wicklow Point,Discovery Islands,,,0,1,0,1,0,1,0,1,12/18/2019,1
,2019,December,12,458,,,,,,Cermaq Canada,Esperanza,Broughton Archipelago,,,0,1,0,1,0,1,0,1,12/6/2019,1
,2019,December,12,465,,,,,,Grieg Seafood BC,87,Broughton Archipelago,,,0,1,0,1,0,1,0,1,12/3/2019,1
,2019,December,12,467,,,,,,Grieg Seafood BC,Phillips Arm,Broughton Archipelago,,,0,1,0,1,0,1,0,1,12/4/2019,1
,2019,December,12,527,,,,,,Cermaq Canada,Steamer,Clayoquot Sound,,,0,1,0,1,0,1,0,1,12/5/2019,1
,2019,December,12,540,,,,,,Cermaq Canada,Gore,Clayoquot Sound,,,0,1,0,1,0,1,0,1,12/19/2019,1
,2019,December,12,543,,,,,,Cermaq Canada,Robertson,Clayoquot Sound,,,0,1,0,1,0,1,0,1,12/5/2019,1
,2019,December,12,728,,,,,,Cermaq Canada,Wanx talis,Broughton Archipelago,,,0,1,0,1,0,1,0,1,12/20/2019,1
,2019,December,12,739,,,,,,Grieg Seafood BC,90,Broughton Archipelago,,,0,1,0,1,0,1,0,1,12/4/2019,1
,2019,December,12,746,,,,,,Creative Salmon Company,Wehlis Bay,Sunshine Coast,,,0,1,0,1,0,1,0,1,43815,1
,2019,December,12,820,,,,,,Grieg Seafood BC,97,Broughton Archipelago,,,0,1,0,1,0,1,0,1,12/4/2019,2
,2019,December,12,869,,,,,,Cermaq Canada,Noo-la,Broughton Archipelago,,,0,1,0,1,0,1,0,1,12/6/2019,2
,2019,December,12,871,,,,,,Creative Salmon Company,Baxter Islet,Discovery Islands,,,0,1,0,1,0,1,0,1,12/7/2019,2
,2019,December,12,1059,,,,,,Grieg Seafood BC,Swanson,Broughton Archipelago,,,0,1,0,1,0,1,0,1,12/12/2019,2
,2019,December,12,1079,,,,,,Creative Salmon Company,Williamson,Esperanza Inlet,,,0,1,0,1,0,1,0,1,n/a,2
,2019,December,12,1136,,,,,,Grieg Seafood BC,Tsa-ya,Discovery Islands,,,0,1,0,1,0,1,0,1,12/27/2019,2
,2019,December,12,1144,,,,,,Cermaq Canada,Chancellor Channel,Broughton Archipelago,,,0,1,0,1,0,1,0,1,12/20/2019,2
,2019,December,12,1148,,,,,,Cermaq Canada,Brougham Point,Clayoquot Sound,,,0,1,0,1,0,1,0,1,12/19/2019,2
,2019,December,12,1198,,,,,,Grieg Seafood BC,Simmonds Point,Port Hardy,,,0,1,0,1,0,1,0,1,12/4/2019,2
,2019,December,12,1237,,,,,,Grieg Seafood BC,Port Elizabeth,Quatsino Sound,,,0,1,0,1,0,1,0,1,12/12/2019,2
,2019,December,12,1238,,,,,,Grieg Seafood BC,Muchalat South,Quatsino Sound,,,0,1,0,1,0,1,0,1,12/3/2019,2
,2019,December,12,1291,,,,,,Cermaq Canada,Okisollo,Clayoquot Sound,,,0,1,0,1,0,1,0,1,12/20/2019,2
,2019,December,12,1300,,,,,,Grieg Seafood BC,Althorpe,Discovery Islands,,,0,1,0,1,0,1,0,1,12/9/2019,2
,2019,December,12,1338,,,,,,Grieg Seafood BC,Muchalat North,Quatsino Sound,,,0,1,0,1,0,1,0,1,43825,2
,2019,December,12,1350,,,,,,Grieg Seafood BC,Vantage,Port Hardy,,,0,1,0,1,0,1,0,1,12/3/2019,2
,2019,December,12,1351,,,,,,Grieg Seafood BC,Mussel Rock,Port Hardy,,,0,1,0,1,0,1,0,1,12/7/2019,2
,2019,December,12,1382,,,,,,Grieg Seafood BC,Site 13,Port Hardy,,,0,1,0,1,0,1,0,1,n/a,2
,2019,December,12,1401,,,,,,Cermaq Canada,Burdwood,Discovery Islands,,,0,1,0,1,0,1,0,1,12/5/2019,2
,2019,December,12,1472,,,,,,Cermaq Canada,96,Clayoquot Sound,,,0,1,0,1,0,1,0,1,43806,2
,2019,December,12,1507,,,,,,Cermaq Canada,Plover Point,Clayoquot Sound,,,0,1,0,1,0,1,0,1,43806,2
,2019,December,12,1581,,,,,,Grieg Seafood BC,Lees Bay,Discovery Islands,,,0,1,0,1,0,1,0,1,n/a,2
,2019,December,12,1618,,,,,,Grieg Seafood BC,Lutes Creek,Broughton Archipelago,,,0,1,0,1,0,1,0,1,12/5/2019,2
,2019,December,12,1691,,,,,,Grieg Seafood BC,Mahatta West,Central Coast,,,0,1,0,1,0,1,0,1,n/a,2
,2019,December,12,1697,,,,,,Creative Salmon Company,Duncan Island,Sunshine Coast,,,0,1,0,1,0,1,0,1,12/12/2019,2
,2019,December,12,1698,,,,,,Creative Salmon Company,Ahlstrom,Sunshine Coast,,,0,1,0,1,0,1,0,1,12/12/2019,2
,2019,December,12,1738,,,,,,Creative Salmon Company,Bare Bluff,Nootka Sound,,,0,1,0,1,0,1,0,1,12/17/2019,2
,2019,December,12,1762,,,,,,Creative Salmon Company,Kunechin,Nootka Sound,,,0,1,0,1,0,1,0,1,12/14/2019,2
,2019,December,12,1789,,,,,,Creative Salmon Company,Cypress Harbour,Nootka Sound,,,0,1,0,1,0,1,0,1,12/31/2019,2
,2019,December,12,1839,,,,,,Creative Salmon Company,93,Broughton Archipelago,,,0,1,0,1,0,1,0,1,n/a,1
,2019,December,12,1849,,,,,,Creative Salmon Company,Rant Point,Nootka Sound,,,0,1,0,1,0,1,0,1,12/23/2019,1
,2019,December,12,1862,,,,,,Creative Salmon Company,Lime Point,Esperanza Inlet,,,0,1,0,1,0,1,0,1,12/28/2019,1
,2019,December,12,1863,,,,,,Creative Salmon Company,Glacier Falls,Esperanza Inlet,,,0,1,0,1,0,1,0,1,12/22/2019,1
,2019,December,12,1895,,,,,,Grieg Seafood BC,Upper Retreat,Central Coast,,,0,1,0,1,0,1,0,1,12/16/2019,1
,2019,December,12,7053,,,,,,Grieg Seafood BC,Hecate,Port Hardy,,,0,1,0,1,0,1,0,1,12/1/2019,1
,2019,December,12,7273,,,,,,Creative Salmon Company,89,Broughton Archipelago,,,0,1,0,1,0,1,0,1,n/a,1
,2019,December,12,7713,,,,,,Grieg Seafood BC,Doyle Island,Central Coast,,,0,1,0,1,0,1,0,1,12/11/2019,1
,2019,December,12,7714,,,,,,Grieg Seafood BC,Alexander,Central Coast,,,0,1,0,1,0,1,0,1,12/10/2019,1
,2019,February,2,78,,,,,,Grieg Seafood BC,Saranac Island,Discovery Islands,,,0,1,0,1,0,1,0,1,2/26/2019,1
,2019,February,2,100,,,,,,Grieg Seafood BC,McIntyre Lake,Discovery Islands,,,0,1,0,1,0,1,0,1,2/16/2019,2
,2019,February,2,141,,,,,,Grieg Seafood BC,Sheep Passage,Broughton Archipelago,,,0,1,0,1,0,1,0,1,2/16/2019,2
,2019,February,2,144,,,,,,Grieg Seafood BC,Marsh Bay,Quatsino Sound,,,0,1,0,1,0,1,0,1,2/6/2019,2
,2019,February,2,234,,,,,,Cermaq Canada,Fortune Channel,Clayoquot Sound,,,0,1,0,1,0,1,0,1,2/17/2019,2
,2019,February,2,303,,,,,,Grieg Seafood BC,Humphrey Rock,Sunshine Coast,,,0,1,0,1,0,1,0,1,n/a,2
,2019,February,2,304,,,,,,Cermaq Canada,Sir Edmund Bay,Discovery Islands,,,0,1,0,1,0,1,0,1,2/17/2019,2
,2019,February,2,314,,,,,,Cermaq Canada,Sonora Point,Clayoquot Sound,,,0,1,0,1,0,1,0,1,43498,2
,2019,February,2,380,,,,,,Grieg Seafood BC,Wicklow Point,Discovery Islands,,,0,1,0,1,0,1,0,1,2/26/2019,2
,2019,February,2,458,,,,,,Cermaq Canada,Esperanza,Broughton Archipelago,,,0,1,0,1,0,1,0,1,2/2/2019,2
,2019,February,2,465,,,,,,Grieg Seafood BC,87,Broughton Archipelago,,,0,1,0,1,0,1,0,1,43514,2
,2019,February,2,520,,,,,,Cermaq Canada,Bedwell,Clayoquot Sound,,,0,1,0,1,0,1,0,1,2/19/2019,2
,2019,February,2,527,,,,,,Cermaq Canada,Steamer,Clayoquot Sound,,,0,1,0,1,0,1,0,1,n/a,1
,2019,February,2,543,,,,,,Cermaq Canada,Robertson,Clayoquot Sound,,,0,1,0,1,0,1,0,1,n/a,1
,2019,February,2,728,,,,,,Cermaq Canada,Wanx talis,Broughton Archipelago,,,0,1,0,1,0,1,0,1,2/17/2019,1
,2019,February,2,746,,,,,,Creative Salmon Company,Wehlis Bay,Sunshine Coast,,,0,1,0,1,0,1,0,1,n/a,1
,2019,February,2,790,,,,,,Grieg Seafood BC,Conville Bay,Discovery Islands,,,0,1,0,1,0,1,0,1,2/19/2019,1
,2019,February,2,820,,,,,,Grieg Seafood BC,97,Broughton Archipelago,,,0,1,0,1,0,1,0,1,2/22/2019,1
,2019,February,2,831,,,,,,Grieg Seafood BC,Venture Point,Port Hardy,,,0,1,0,1,0,1,0,1,2/14/2019,1
,2019,February,2,869,,,,,,Cermaq Canada,Noo-la,Broughton Archipelago,,,0,1,0,1,0,1,0,1,2/16/2019,1
,2019,February,2,871,,,,,,Creative Salmon Company,Baxter Islet,Discovery Islands,,,0,1,0,1,0,1,0,1,n/a,1
,2019,February,2,892,,,,,,Grieg Seafood BC,Binns Island,Port Hardy,,,0,1,0,1,0,1,0,1,2/6/2019,1
,2019,February,2,1059,,,,,,Grieg Seafood BC,Swanson,Broughton Archipelago,,,0,1,0,1,0,1,0,1,43521,1
,2019,February,2,1079,,,,,,Creative Salmon Company,Williamson,Esperanza Inlet,,,0,1,0,1,0,1,0,1,2/12/2019,1
,2019,February,2,1136,,,,,,Grieg Seafood BC,Tsa-ya,Discovery Islands,,,0,1,0,1,0,1,0,1,2/15/2019,1
,2019,February,2,1144,,,,,,Cermaq Canada,Chancellor Channel,Broughton Archipelago,,,0,1,0,1,0,1,0,1,2/16/2019,1
,2019,February,2,1198,,,,,,Grieg Seafood BC,Simmonds Point,Port Hardy,,,0,1,0,1,0,1,0,1,2/28/2019,1
,2019,February,2,1237,,,,,,Grieg Seafood BC,Port Elizabeth,Quatsino Sound,,,0,1,0,1,0,1,0,1,43523,1
,2019,February,2,1238,,,,,,Grieg Seafood BC,Muchalat South,Quatsino Sound,,,0,1,0,1,0,1,0,1,2/7/2019,1
,2019,February,2,1288,,,,,,Grieg Seafood BC,Ghi ya,Port Hardy,,,0,1,0,1,0,1,0,1,2/24/2019,1
,2019,February,2,1293,,,,,,Grieg Seafood BC,Glacial Creek,Port Hardy,,,0,1,0,1,0,1,0,1,2/13/2019,1
,2019,February,2,1300,,,,,,Grieg Seafood BC,Althorpe,Discovery Islands,,,0,1,0,1,0,1,0,1,43513,1
,2019,February,2,1336,,,,,,Cermaq Canada,Wa-kwa,Broughton Archipelago,,,0,1,0,1,0,1,0,1,n/a,1
,2019,February,2,1350,,,,,,Grieg Seafood BC,Vantage,Port Hardy,,,0,1,0,1,0,1,0,1,2/3/2019,2
,2019,February,2,1351,,,,,,Grieg Seafood BC,Mussel Rock,Port Hardy,,,0,1,0,1,0,1,0,1,n/a,2
,2019,February,2,1382,,,,,,Grieg Seafood BC,Site 13,Port Hardy,,,0,1,0,1,0,1,0,1,2/17/2019,2
,2019,February,2,1401,,,,,,Cermaq Canada,Burdwood,Discovery Islands,,,0,1,0,1,0,1,0,1,n/a,2
,2019,February,2,1507,,,,,,Cermaq Canada,Plover Point,Clayoquot Sound,,,0,1,0,1,0,1,0,1,2/19/2019,2
,2019,February,2,1581,,,,,,Grieg Seafood BC,Lees Bay,Discovery Islands,,,0,1,0,1,0,1,0,1,2/8/2019,2
,2019,February,2,1586,,,,,,Grieg Seafood BC,Frederick Arm,Broughton Archipelago,,,0,1,0,1,0,1,0,1,2/23/2019,2
,2019,February,2,1697,,,,,,Creative Salmon Company,Duncan Island,Sunshine Coast,,,0,1,0,1,0,1,0,1,n/a,2
,2019,February,2,1702,,,,,,Grieg Seafood BC,Koskimo,Central Coast,,,0,1,0,1,0,1,0,1,n/a,2
,2019,February,2,1705,,,,,,Creative Salmon Company,98,Nootka Sound,,,0,1,0,1,0,1,0,1,2/6/2019,2
,2019,February,2,1762,,,,,,Creative Salmon Company,Kunechin,Nootka Sound,,,0,1,0,1,0,1,0,1,2/25/2019,2
,2019,February,2,1789,,,,,,Creative Salmon Company,Cypress Harbour,Nootka Sound,,,0,1,0,1,0,1,0,1,2/23/2019,2
,2019,February,2,1825,,,,,,Creative Salmon Company,Ross Pass,Broughton Archipelago,,,0,1,0,1,0,1,0,1,2/11/2019,1
,2019,February,2,1839,,,,,,Creative Salmon Company,93,Broughton Archipelago,,,0,1,0,1,0,1,0,1,43508,1
,2019,February,2,1849,,,,,,Creative Salmon Company,Rant Point,Nootka Sound,,,0,1,0,1,0,1,0,1,2/16/2019,1
,2019,February,2,1862,,,,,,Creative Salmon Company,Lime Point,Esperanza Inlet,,,0,1,0,1,0,1,0,1,2/19/2019,1
,2019,February,2,1863,,,,,,Creative Salmon Company,Glacier Falls,Esperanza Inlet,,,0,1,0,1,0,1,0,1,2/12/2019,1
,2019,February,2,6668,,,,,,Cermaq Canada,Sargeaunt Pass,Clayoquot Sound,,,0,1,0,1,0,1,0,1,2/1/2019,1
,2019,February,2,7053,,,,,,Grieg Seafood BC,Hecate,Port Hardy,,,0,1,0,1,0,1,0,1,2/21/2019,1
,2019,February,2,7273,,,,,,Creative Salmon Company,89,Broughton Archipelago,,,0,1,0,1,0,1,0,1,2/12/2019,1
,2019,February,2,7714,,,,,,Grieg Seafood BC,Alexander,Central Coast,,,0,1,0,1,0,1,0,1,2/28/2019,1
,2019,January,1,78,,,,,,Grieg Seafood BC,Saranac Island,Discovery Islands,,,0,1,0,1,0,1,0,1,1/13/2019,1
,2019,January,1,100,,,,,,Grieg Seafood BC,McIntyre Lake,Discovery Islands,,,0,1,0,1,0,1,0,1,1/31/2019,1
,2019,January,1,141,,,,,,Grieg Seafood BC,Sheep Passage,Broughton Archipelago,,,0,1,0,1,0,1,0,1,1/19/2019,1
,2019,January,1,144,,,,,,Grieg Seafood BC,Marsh Bay,Quatsino Sound,,,0,1,0,1,0,1,0,1,43470,1
,2019,January,1,234,,,,,,Cermaq Canada,Fortune Channel,Clayoquot Sound,,,0,1,0,1,0,1,0,1,43467,1
,2019,January,1,303,,,,,,Grieg Seafood BC,Humphrey Rock,Sunshine Coast,,,0,1,0,1,0,1,0,1,1/23/2019,1
,2019,January,1,304,,,,,,Cermaq Canada,Sir Edmund Bay,Discovery Islands,,,0,1,0,1,0,1,0,1,1/19/2019,1
,2019,January,1,314,,,,,,Cermaq Canada,Sonora Point,Clayoquot Sound,,,0,1,0,1,0,1,0,1,43484,1
,2019,January,1,380,,,,,,Grieg Seafood BC,Wicklow Point,Discovery Islands,,,0,1,0,1,0,1,0,1,1/30/2019,1
,2019,January,1,458,,,,,,Cermaq Canada,Esperanza,Broughton Archipelago,,,0,1,0,1,0,1,0,1,1/11/2019,1
,2019,January,1,465,,,,,,Grieg Seafood BC,87,Broughton Archipelago,,,0,1,0,1,0,1,0,1,1/1/2019,1
,2019,January,1,520,,,,,,Cermaq Canada,Bedwell,Clayoquot Sound,,,0,1,0,1,0,1,0,1,1/20/2019,1
,2019,January,1,728,,,,,,Cermaq Canada,Wanx talis,Broughton Archipelago,,,0,1,0,1,0,1,0,1,1/16/2019,1
,2019,January,1,790,,,,,,Grieg Seafood BC,Conville Bay,Discovery Islands,,,0,1,0,1,0,1,0,1,1/21/2019,1
,2019,January,1,820,,,,,,Grieg Seafood BC,97,Broughton Archipelago,,,0,1,0,1,0,1,0,1,1/27/2019,1
,2019,January,1,831,,,,,,Grieg Seafood BC,Venture Point,Port Hardy,,,0,1,0,1,0,1,0,1,1/7/2019,1
,2019,January,1,869,,,,,,Cermaq Canada,Noo-la,Broughton Archipelago,,,0,1,0,1,0,1,0,1,1/16/2019,1
,2019,January,1,871,,,,,,Creative Salmon Company,Baxter Islet,Discovery Islands,,,0,1,0,1,0,1,0,1,1/10/2019,1
,2019,January,1,892,,,,,,Grieg Seafood BC,Binns Island,Port Hardy,,,0,1,0,1,0,1,0,1,1/30/2019,1
,2019,January,1,1059,,,,,,Grieg Seafood BC,Swanson,Broughton Archipelago,,,0,1,0,1,0,1,0,1,n/a,1
,2019,January,1,1079,,,,,,Creative Salmon Company,Williamson,Esperanza Inlet,,,0,1,0,1,0,1,0,1,1/12/2019,1
,2019,January,1,1136,,,,,,Grieg Seafood BC,Tsa-ya,Discovery Islands,,,0,1,0,1,0,1,0,1,1/20/2019,1
,2019,January,1,1144,,,,,,Cermaq Canada,Chancellor Channel,Broughton Archipelago,,,0,1,0,1,0,1,0,1,1/16/2019,2
,2019,January,1,1198,,,,,,Grieg Seafood BC,Simmonds Point,Port Hardy,,,0,1,0,1,0,1,0,1,n/a,2
,2019,January,1,1237,,,,,,Grieg Seafood BC,Port Elizabeth,Quatsino Sound,,,0,1,0,1,0,1,0,1,1/17/2019,2
,2019,January,1,1238,,,,,,Grieg Seafood BC,Muchalat South,Quatsino Sound,,,0,1,0,1,0,1,0,1,1/23/2019,2
,2019,January,1,1288,,,,,,Grieg Seafood BC,Ghi ya,Port Hardy,,,0,1,0,1,0,1,0,1,1/12/2019,1
,2019,January,1,1293,,,,,,Grieg Seafood BC,Glacial Creek,Port Hardy,,,0,1,0,1,0,1,0,1,1/30/2019,1
,2019,January,1,1300,,,,,,Grieg Seafood BC,Althorpe,Discovery Islands,,,0,1,0,1,0,1,0,1,43485,2
,2019,January,1,1350,,,,,,Grieg Seafood BC,Vantage,Port Hardy,,,0,1,0,1,0,1,0,1,1/4/2019,2
,2019,January,1,1351,,,,,,Grieg Seafood BC,Mussel Rock,Port Hardy,,,0,1,0,1,0,1,0,1,1/24/2019,2
,2019,January,1,1382,,,,,,Grieg Seafood BC,Site 13,Port Hardy,,,0,1,0,1,0,1,0,1,1/20/2019,2
,2019,January,1,1401,,,,,,Cermaq Canada,Burdwood,Discovery Islands,,,0,1,0,1,0,1,0,1,1/5/2019,2
,2019,January,1,1507,,,,,,Cermaq Canada,Plover Point,Clayoquot Sound,,,0,1,0,1,0,1,0,1,1/4/2019,2
,2019,January,1,1537,,,,,,Cermaq Canada,Barnes Bay,Clayoquot Sound,,,0,1,0,1,0,1,0,1,43484,2
,2019,January,1,1581,,,,,,Grieg Seafood BC,Lees Bay,Discovery Islands,,,0,1,0,1,0,1,0,1,1/21/2019,2
,2019,January,1,1586,,,,,,Grieg Seafood BC,Frederick Arm,Broughton Archipelago,,,0,1,0,1,0,1,0,1,1/14/2019,2
